ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,no,no,yes,no,Christian,19 or older,no,no,0,none,no,1,Partner at most 3 years older,no,"regular partner, living apart",15-19,15-24,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Not working,Support from relatives/friends,Mixed,yes,no,no,no,18,15-24,secondary,yes,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Guyana,.319414670686275,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,no,7,Partner 4 to 8 years older,yes,currently married,50-54,45-54,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Support from partner/husband,African,yes,no,no,no,60,55-64,higher/tech/vocational,no,no,no,no,no,no,sometimes,sometimes,no,no,yes,no,no,no,no,no,Guyana,.987248405882353,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,yes,yes,both,no,no,yes,no,no,no,no,no,yes,no,yes,no,Not christian,19 or older,no,yes,2,2,yes,1,Partner at most 3 years older,yes,"living with man, not married",40-44,35-44,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,Indigenous/other,no,yes,yes,yes,45,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,yes,no,Guyana,.346792253480392,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,yes,no,yes,yes,sexual only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,6,3+,yes,4,Partner 4 to 8 years older,no,currently no partner,25-29,25-34,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Working,Income from own work,East Indian,yes,yes,yes,yes,32,25-34,higher/tech/vocational,no,no,yes,yes,yes,yes,frequently,frequently,yes,yes,yes,yes,yes,no,no,yes,Guyana,.419256079754902,no,no,no,no,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,1,1,yes,5,Partner 4 to 8 years older,yes,"living with man, not married",20-24,15-24,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,no,no,no,25,25-34,no/primary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Guyana,.505973049019608,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,14, Partner at least 9 years older,no,currently married,60-64,55-64,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Equal share self and partner,East Indian,no,yes,no,no,74,65 and +,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.074996949754902,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,no,0,none,no,12, Partner at least 9 years older,yes,currently married,55-59,55-64,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Not working,Equal share self and partner,African,no,yes,no,no,68,65 and +,no/primary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.63244718627451,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,no,yes,physical only,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,Christian,19 or older,no,no,0,none,yes,-1,Woman is older,yes,currently married,35-39,35-44,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Income from own work,Indigenous/other,yes,no,no,yes,37,35-44,higher/tech/vocational,no,yes,no,no,yes,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Guyana,1.35634810441176,yes,yes,yes,no,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,7,Partner 4 to 8 years older,yes,"living with man, not married",45-49,45-54,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,yes,yes,yes,55,55-64,higher/tech/vocational,no,no,no,no,no,no,frequently,frequently,no,no,no,no,no,no,no,no,Guyana,1.11335792745098,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,6,Partner 4 to 8 years older,yes,currently no partner,60-64,55-64,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,higher/tech/vocational,Working,Income from own work,Mixed,yes,no,no,no,68,65 and +,no/primary,no,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.305590010098039,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,no,yes,physical only,no,no,no,no,yes,no,no,no,no,no,yes,no,Christian,18 or younger,no,yes,6,3+,yes,4,Partner 4 to 8 years older,yes,"living with man, not married",15-19,15-24,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,no,no/primary,Not working,Equal share self and partner,Indigenous/other,no,yes,no,no,22,15-24,secondary,no,no,no,no,no,no,sometimes,sometimes,yes,no,yes,yes,yes,yes,no,yes,Guyana,.0615900124019608,no,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,yes,yes,4,3+,no,3,Partner at most 3 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,no,no,no,32,25-34,no/primary,yes,no,no,yes,no,no,sometimes,sometimes,no,no,no,yes,no,yes,yes,yes,Guyana,.390614244852941,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,yes,yes,no,yes,physical only,yes,no,yes,yes,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,6,3+,yes,3,Partner at most 3 years older,yes,currently married,35-39,35-44,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Equal share self and partner,Indigenous/other,yes,no,yes,no,42,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,yes,yes,yes,yes,yes,no,no,yes,Guyana,.489282073921569,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,yes,yes,no,yes,physical only,yes,no,yes,yes,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,5,3+,yes,15, Partner at least 9 years older,yes,currently no partner,30-34,25-34,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Not working,Equal share self and partner,Mixed,yes,no,yes,no,48,45-54,no/primary,no,no,yes,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,yes,yes,yes,yes,Guyana,.339236684558824,no,no,no,no,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,2,2,no,10, Partner at least 9 years older,yes,currently no partner,15-19,15-24,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Out of the labor force,Support from relatives/friends,African,yes,no,yes,no,25,25-34,higher/tech/vocational,no,no,no,yes,no,no,sometimes,sometimes,no,no,yes,no,no,no,no,yes,Guyana,1.34952203578431,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,yes,3,3+,no,-11,Woman is older,yes,"living with man, not married",50-54,45-54,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,currently partnered,no,no/primary,Working,Support from partner/husband,Mixed,yes,yes,no,no,43,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,yes,no,yes,Guyana,.242279578480392,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,4,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,Mixed,yes,yes,no,yes,47,45-54,secondary,yes,yes,no,no,yes,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.678174051960784,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,2,2,no,21, Partner at least 9 years older,yes,currently married,30-34,25-34,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Support from partner/husband,Mixed,yes,no,no,no,55,55-64,secondary,no,no,no,no,no,no,frequently,frequently,no,no,yes,yes,no,no,no,no,Guyana,.319414670686275,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,no,yes,physical only,yes,no,no,yes,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,4,3+,yes,6,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Not working,Equal share self and partner,African,yes,no,no,no,48,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,yes,no,no,yes,yes,Guyana,.192884521323529,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,yes,yes,both,no,yes,yes,yes,no,no,no,no,no,no,no,no,Not christian,18 or younger,yes,yes,1,1,yes,32, Partner at least 9 years older,yes,currently married,40-44,35-44,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,currently partnered,no,no/primary,Working,Support from partner/husband,East Indian,no,no,no,yes,73,65 and +,no/primary,no,no,no,no,no,no,frequently,frequently,no,no,no,yes,no,no,no,no,Guyana,.918923546568628,no,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,yes,-10,Woman is older,yes,currently married,60-64,55-64,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,no,yes,no,50,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Guyana,.390614244852941,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,no,no,no,no violence,no,no,no,no,yes,no,no,no,no,no,yes,no,Christian,19 or older,no,no,0,none,yes,12, Partner at least 9 years older,yes,currently married,55-59,55-64,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,African,yes,no,yes,no,67,65 and +,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.295795627647059,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,yes,no,no,no,no,no,yes,no,Christian,18 or younger,no,yes,5,3+,no,12, Partner at least 9 years older,yes,"living with man, not married",25-29,25-34,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Out of the labor force,Support from partner/husband,Indigenous/other,yes,yes,no,no,41,35-44,secondary,yes,no,yes,no,no,no,frequently,frequently,no,no,yes,yes,yes,yes,yes,no,Guyana,.159707335343137,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,yes,3,3+,yes,6,Partner 4 to 8 years older,yes,currently no partner,35-39,35-44,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,formerly partnered,no,no/primary,Working,Income from own work,Indigenous/other,yes,no,no,no,44,35-44,no/primary,yes,no,no,no,yes,no,rarely/never/NA,rarely/never/NA,yes,no,yes,yes,no,no,no,no,Guyana,1.19579440784314,no,no,no,no,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,yes,yes,no,yes,physical only,yes,no,yes,yes,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,5,3+,yes,-1,Woman is older,yes,currently married,40-44,35-44,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,no,no,no,39,35-44,no/primary,yes,yes,yes,no,yes,no,sometimes,sometimes,no,no,yes,yes,yes,no,yes,yes,Guyana,.145488840686275,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,yes,no,0,none,yes,2,Partner at most 3 years older,yes,currently married,20-24,15-24,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,no,no,no,25,25-34,no/primary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.255099414803922,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,5,Partner 4 to 8 years older,yes,currently married,30-34,25-34,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Out of the labor force,Support from partner/husband,Mixed,yes,no,no,no,39,35-44,higher/tech/vocational,yes,no,no,yes,yes,yes,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.301687560196078,no,no,no,no,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,no,no,yes,no,Christian,19 or older,yes,yes,1,1,no,0,Partner at most 3 years older,yes,"regular partner, living apart",20-24,15-24,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,currently partnered,yes,higher/tech/vocational,Out of the labor force,Support from relatives/friends,Mixed,yes,no,no,no,21,15-24,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Guyana,.765298244607843,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,yes,yes,yes,both,no,no,no,no,no,no,yes,no,no,no,yes,no,Christian,19 or older,no,no,0,none,yes,10, Partner at least 9 years older,no,currently married,60-64,55-64,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,No income/pension/social services/other,Mixed,yes,yes,yes,no,74,65 and +,no/primary,no,no,no,no,yes,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Guyana,.492493825980392,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,no,0,none,yes,6,Partner 4 to 8 years older,yes,currently married,45-49,45-54,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,East Indian,yes,no,yes,yes,55,55-64,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.255099414803922,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,19 or older,yes,no,0,none,no,9, Partner at least 9 years older,yes,currently no partner,35-39,35-44,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,formerly partnered,no,higher/tech/vocational,Working,Support from relatives/friends,Mixed,yes,no,no,no,48,45-54,no/primary,no,no,yes,no,yes,yes,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.547202306862745,no,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,yes,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,18 or younger,no,yes,6,3+,yes,8,Partner 4 to 8 years older,yes,currently no partner,60-64,55-64,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,higher/tech/vocational,Working,Support from relatives/friends,Mixed,yes,yes,yes,yes,70,65 and +,secondary,no,no,no,no,no,no,frequently,frequently,yes,yes,yes,yes,yes,no,yes,no,Guyana,.308422819460784,yes,yes,no,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,yes,4,Partner 4 to 8 years older,yes,currently no partner,60-64,55-64,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,yes,higher/tech/vocational,Out of the labor force,Support from relatives/friends,East Indian,yes,no,yes,yes,67,65 and +,higher/tech/vocational,yes,no,no,no,yes,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Guyana,.428949735392157,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,yes,no,0,none,no,7,Partner 4 to 8 years older,yes,currently married,50-54,45-54,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Equal share self and partner,Indigenous/other,yes,no,no,no,60,55-64,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.638829341176471,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,12, Partner at least 9 years older,no,currently married,60-64,55-64,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Equal share self and partner,African,yes,no,no,no,72,65 and +,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.353970997401961,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,yes,2,Partner at most 3 years older,yes,currently no partner,45-49,45-54,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Working,Income from own work,African,yes,yes,no,no,47,45-54,no/primary,no,no,yes,no,yes,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.0742504174509804,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,no,0,none,no,3,Partner at most 3 years older,yes,currently married,20-24,15-24,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Equal share self and partner,Indigenous/other,yes,no,no,no,27,25-34,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.186073603872549,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,5,Partner 4 to 8 years older,no,currently married,55-59,55-64,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Working,Support from partner/husband,African,yes,no,no,no,62,55-64,no/primary,no,no,no,no,yes,no,frequently,frequently,no,no,no,no,no,no,no,no,Guyana,.400125863333333,yes,yes,no,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,5,Partner 4 to 8 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Support from relatives/friends,African,yes,yes,no,no,30,25-34,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Guyana,.657540598529412,yes,yes,yes,yes,no,no,.16,.654,37,50th or lower,125th,39th or lower
